model,term,coef,std_err,z,p
recovered_hop_x_instr,Intercept,0.3120567375886525,0.04607364035631204,6.772999380455967,1.2613949224877878e-11
recovered_hop_x_instr,C(n_hop)[T.3],-0.08017267961763835,0.06551112935957805,-1.2238024348135699,0.22102676561143664
recovered_hop_x_instr,C(n_hop)[T.4],-0.09568246858280471,0.06223458097082525,-1.5374485871072128,0.12418349600355497
recovered_hop_x_instr,C(instruction_type)[T.formality],-0.056737588652481845,0.03871699889377101,-1.4654438689360831,0.14279985605502582
recovered_hop_x_instr,C(instruction_type)[T.paraphrase],4.1751012943724165e-16,0.038716998893771004,1.0783638746969432e-14,0.9999999999999915
recovered_hop_x_instr,C(instruction_type)[T.shorten],-0.04964539007092157,0.038716998893771004,-1.282263385319072,0.19975026757947068
recovered_hop_x_instr,C(n_hop)[T.3]:C(instruction_type)[T.formality],-0.02297255627505408,0.0550508773200725,-0.4172968241993464,0.6764613111425626
recovered_hop_x_instr,C(n_hop)[T.4]:C(instruction_type)[T.formality],0.015801916137862113,0.05229749991464787,0.30215433173003736,0.7625344160564834
recovered_hop_x_instr,C(n_hop)[T.3]:C(instruction_type)[T.paraphrase],-0.04347826086956534,0.0550508773200725,-0.789783251169231,0.4296543621199872
recovered_hop_x_instr,C(n_hop)[T.4]:C(instruction_type)[T.paraphrase],-0.04093567251462016,0.05229749991464786,-0.7827462609384622,0.4337761304641362
recovered_hop_x_instr,C(n_hop)[T.3]:C(instruction_type)[T.shorten],-0.030064754856614365,0.0550508773200725,-0.5461267162340433,0.5849788363922332
recovered_hop_x_instr,C(n_hop)[T.4]:C(instruction_type)[T.shorten],0.04379743685454744,0.05229749991464787,0.8374671241651521,0.4023300489688353
recovered_hop_x_instr,Group Var,0.610750204225351,0.0845037428620788,7.227492931551866,4.919917408731105e-13
